StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1,Q2.2,Q2.4,Q2.5,Q2.6,Q2.8_First Click,Q2.8_Last Click,Q2.8_Page Submit,Q2.8_Click Count,Q2.10,Q2.11_First Click,Q2.11_Last Click,Q2.11_Page Submit,Q2.11_Click Count,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.9_First Click,Q3.9_Last Click,Q3.9_Page Submit,Q3.9_Click Count,Q3.11,Q3.12_First Click,Q3.12_Last Click,Q3.12_Page Submit,Q3.12_Click Count,Q4.2_First Click,Q4.2_Last Click,Q4.2_Page Submit,Q4.2_Click Count,Q4.4,Q4.5_First Click,Q4.5_Last Click,Q4.5_Page Submit,Q4.5_Click Count,Q5.2,Q5.3_First Click,Q5.3_Last Click,Q5.3_Page Submit,Q5.3_Click Count,Q5.5,Q5.5_First Click,Q5.5_Last Click,Q5.5_Page Submit,Q5.5_Click Count,CoinFlip,Q6.2,Q7.2,Q7.3,Q8.1,Q8.2,Q8.3,Q8.4,id
2020-11-08 18:30:48,2020-11-08 18:33:47,IP Address,35.2.100.232,100,179,True,2020-11-08 18:33:48,R_31tTEX3zDuVmPOg,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6.432,0,Option 2,5.13,5.13,46.511,1,,,,,,,,,,,Option2,Option2,,,no,,"if people tend to be risky ",It was too long,70531
2020-11-08 18:43:55,2020-11-08 18:50:10,IP Address,73.18.155.162,100,375,True,2020-11-08 18:50:10,R_3qQeGX6rSZka0Km,,,,,42.33099365234375,-83.37850189208984375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.162,0,Option 2,80.795,80.795,81.745,1,,,,,,,,,,,Option2,Option2,,,no it was choices about money and risks,,"Taking risks. ",It was the right amount of time,69766
2020-11-08 18:51:21,2020-11-08 18:55:16,IP Address,68.48.134.90,100,234,True,2020-11-08 18:55:16,R_1FFE1iK1JKC6QCb,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,50.052,61.471,62.67,7,Option 1,3.028,3.028,4.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option2,,,"Nothing confusing, I just felt stressed making the decisions quickly. ","To make you make choices quickly with your gut instinct. ","I think it was about how you value your needs and the needs of others. ",It was too long,69527
2020-11-08 19:12:37,2020-11-08 19:17:26,IP Address,35.1.132.244,100,289,True,2020-11-08 19:17:27,R_2Cs85vlA6Ordn80,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,75.626,104.999,105.893,5,Option 2,12.533,13.57,13.995,2,,,,,,,,,,,,,,,,,,,,Option2,Option2,15,85,N/A,I think it triggers people's decision making and has them go with their gut,To see how reaction time affected peoples decision making,It was too long,69531
2020-11-08 19:40:14,2020-11-08 19:45:37,IP Address,73.144.197.79,100,323,True,2020-11-08 19:45:37,R_2UbUcxgQZ6qBKkq,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,42.914,0,Option 2,7.989,25.224,29.192,2,Option2,Option2,75,25,No I thought it was pretty straight forwards,,I thought it was interesting because I debated between my answers. I didn't know if I would take the chance or not or if I would keep it,It was the right amount of time,70693
2020-11-08 19:56:21,2020-11-08 20:00:46,IP Address,73.144.61.42,100,265,True,2020-11-08 20:00:47,R_3qR8qAKe4yuMMyz,,,,,42.1699981689453125,-83.78189849853515625,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,55.009,67.684,68.585,5,Option 2,8.177,8.97,9.743,2,,,,,,,,,,,,,,,,,,,,Option2,Option2,60,40,It felt like a weird simulation to me.,To force people to make decisions on the spot.,"To see how our quick decisions are different than our longer more thought-out ones. ",It was the right amount of time,70214
2020-11-08 20:17:52,2020-11-08 20:23:33,IP Address,64.147.200.64,100,340,True,2020-11-08 20:23:33,R_1OqoRtGPnXxMJGx,,,,,42.278900146484375,-85.690399169921875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,91.996,0,Option 2,29.141,30.053,31.739,2,Option2,Option2,100,0,no,,decisions and anticipating what the other person will do,It was too long,69683
2020-11-08 21:03:20,2020-11-08 21:07:05,IP Address,73.145.25.170,100,225,True,2020-11-08 21:07:06,R_2a99oxj5V4wiHx6,,,,,42.10699462890625,-84.23919677734375,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,94.681,108.232,109.14,5,Option 2,1.936,1.936,3.164,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option1,,,no,making quick decisions,making quick decisions,It was too long,70014
2020-11-08 21:13:55,2020-11-08 21:17:56,IP Address,35.1.72.197,100,240,True,2020-11-08 21:17:56,R_tXnv2ttHBwfJAvn,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.665,15.505,16.544,8,Option 2,15.966,18.59,19.269,4,,,,,,,,,,,Option2,Option2,,,no,,Whether we would be more likely to take a risk if another person benefitted from our losses,It was too long,69484
2020-11-08 21:23:53,2020-11-08 21:27:54,IP Address,75.118.238.218,100,240,True,2020-11-08 21:27:54,R_2cBEzGj2O9doeDB,,,,,42.66259765625,-83.1837005615234375,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,55.221,66.854,67.747,5,Option 1,2.262,2.262,3.661,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,No,I think it was to pressure us into picking our gut instinct so that we don't spend time overthinking our answers.,I think the study was about risk-taking and how things such as who is impacted and how they are impacted can affect our decision making.,It was too long,70479
2020-11-08 21:37:35,2020-11-08 21:40:58,IP Address,174.100.73.220,100,202,True,2020-11-08 21:40:58,R_1hLJJ8l3ceGomPe,,,,,41.389007568359375,-81.52570343017578125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12.627,0,Option 2,6.278,6.278,8.601,1,,,,,,,,,,,Option2,Option2,,,No.,,How people calculate risk when making financial decisions.,It was the right amount of time,70109
2020-11-08 21:40:22,2020-11-08 21:46:39,IP Address,50.205.14.135,100,376,True,2020-11-08 21:46:40,R_3n5VQirJ9noraHK,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,3,False,True,False,,132.251,160.169,161.345,6,Option 2,6.874,6.874,8.788,1,,,,,,,,,,,,,,,,,,,,Option2,Option2,65,35,"No there was not. ","To figure out the decision making of others, and see how greedy others are. ","Greed within people. ",It was the right amount of time,70121
2020-11-08 21:55:24,2020-11-08 21:58:54,IP Address,50.205.14.135,100,209,True,2020-11-08 21:58:54,R_3n1z4HOh16Tsxw8,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11.605,0,Option 1,10.112,10.112,11.607,1,Option1,Option1,50,50,No.,,risk vs reward,It was too long,70174
2020-11-08 18:13:13,2020-11-08 22:02:58,IP Address,35.1.154.246,100,13784,True,2020-11-08 22:02:58,R_2feS87PcheS66nM,,,,,41.99530029296875,-83.95549774169921875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,5501.29,10322.309,10325.183,29,Option 2,6.183,12.116,13.609,4,,,,,,,,,,,,,,,,,,,,Option1,Option2,65,35,only that this should ask if there is anything bizarre,to influence person B's interpretation of person A,selfishness and blind perceptions,It was the right amount of time,70211
2020-11-08 23:36:17,2020-11-08 23:41:33,IP Address,73.18.156.83,100,316,True,2020-11-08 23:41:34,R_2ay1NDL8MfxI1fk,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,38.706,0,Option 2,7.136,7.136,8.173,1,Option2,Option2,20,80,Nothing,,I think it's about the participant's conscience as well as seeing if the participant believes that people are inherently good or not.,It was too long,71089
2020-11-08 23:43:34,2020-11-08 23:48:27,IP Address,68.62.85.65,100,293,True,2020-11-08 23:48:27,R_26gUvAYORMJzICO,,,,,42.331298828125,-83.46559906005859375,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,31.037,82.523,98.933,5,Option 2,5.626,5.626,6.505,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,The timing added an odd pressure to reading and processing the questions,To speed up the decision making process and force participants to go with their true gut instinct without thinking it over,How people react under pressure,It was too long,70643
2020-11-09 00:37:57,2020-11-09 00:40:34,IP Address,68.43.119.153,100,157,True,2020-11-09 00:40:35,R_1o6nKvu04G0q1F2,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9.863,0,Option 1,4.1,5.839,6.782,2,,,,,,,,,,,Option1,Option2,,,This was easy to understand,,"This was about decision theory and risk analysis. I know I tend to be risk averse, explaining why I leaned toward taking the guaranteed money in most cases.",It was too long,70555
2020-11-09 09:57:05,2020-11-09 10:04:23,IP Address,35.2.102.40,100,437,True,2020-11-09 10:04:23,R_3Rvz7pJ9znUOo7E,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,129.621,160.093,179.569,12,Option 2,6.906,6.906,16.625,1,,,,,,,,,,,,,,,,,,,,Option1,Option2,70,30,"No, I understood everything about this study.",I think the purpose of the cutoff mechanism was to reduce indecisiveness and have people answer quickly while following their gut feeling.,I think the study was measuring people's degree of selfishness in regards to money.,It was the right amount of time,71545
2020-11-09 10:23:46,2020-11-09 10:27:30,IP Address,35.2.210.79,100,223,True,2020-11-09 10:27:30,R_2xQYk9Zpse3Twdf,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,7.585,56.903,59.702,10,Option 1,3.325,3.325,5.159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option2,,,"I liked being able to select an altruistic option, but it was strange to see it included. I was also worried about my ability to read fast enough if there was a cutoff within 3 seconds.","To force people to make instinctual decisions, rather than rational ones.",Testing people's instinctual decisions regarding risk and reward.,It was too long,70163
2020-11-09 10:26:07,2020-11-09 10:30:40,IP Address,68.55.122.79,100,273,True,2020-11-09 10:30:41,R_0w6SNkbJCB0iX2V,,,,,42.51800537109375,-83.15760040283203125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.762,30.05,31.275,8,Option 1,20.774,26.984,27.756,7,Option1,Option2,60,40,"Not really, but I was pretty confused about which option to pick.",,People's attitudes towards money (selfish or selfless).,It was the right amount of time,70483
2020-11-09 10:33:59,2020-11-09 10:36:47,IP Address,50.205.14.135,100,168,True,2020-11-09 10:36:47,R_30ukmSdiTZpjHX8,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.637,0,Option 2,2.131,2.131,4.837,1,,,,,,,,,,,Option2,Option1,,,no,,decision making/risk taking,It was the right amount of time,70610
2020-11-09 10:56:05,2020-11-09 11:02:35,IP Address,68.46.172.96,100,390,True,2020-11-09 11:02:36,R_3kh9YL4aUhMI8RZ,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,60,False,True,False,,52.203,91.385,92.632,5,,0,0,30.008,0,,,,,,,,,,,,,,,,,,,,Option1,Option1,100,0,It was a bit crazy when one of the questions only gave me 30 seconds to complete it because I wasn't able to answer in time since I was still thinking about it.,I think the purpose of the cutoff mechanism is to show people's gut reactions.,"This study reminded me of game theory and prisoner's dilemmas, although it was not a prisoner's dilemma. I think the study therefore was probably about selfishness (keeping money for yourself vs giving someone else more) or perhaps reasoning/probability abilities of expectancy of how much money you would get for the different options.",It was too long,71166
2020-11-02 11:57:48,2020-11-02 11:59:33,IP Address,35.2.191.22,52,105,False,2020-11-09 11:59:59,R_2uCidORr2yRaM7u,,,,,,,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69971
2020-11-09 12:45:53,2020-11-09 12:48:48,IP Address,173.10.59.61,100,174,True,2020-11-09 12:48:48,R_1MWDpNvG0ztb6af,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,True,False,True,,0.933,41.725,42.613,12,Option 2,5.132,5.132,5.771,1,,,,,,,,,,,,,,,,,,,,Option1,Option2,50,50,no,to force people to react quickly,internal perceptions,It was too long,71246
2020-11-09 12:50:59,2020-11-09 12:56:13,IP Address,68.40.85.26,100,313,True,2020-11-09 12:56:13,R_3G8vYv0wZx6BxKC,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,33.252,93.709,94.785,5,Option 1,0.957,0.957,2.673,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option1,,,"No, it seemed to be mostly probability of money and where you as the person who will or will not get the money is making a choice.",To show how quick a decision is made on the part of the participant and see if confusing situations effect judgement.,Decision making in the face of reward vs no reward.,It was the right amount of time,69605
2020-11-09 13:39:44,2020-11-09 13:43:28,IP Address,162.242.56.65,100,224,True,2020-11-09 13:43:29,R_3PvPE9Vx5MTPiEH,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.449,0,Option 2,2.827,2.827,4.274,1,,,,,,,,,,,Option1,Option1,,,It was interesting that my answer changed to option 1 when I would lose money rather than have the chance of not gaining any money.,,I believe it was about whether or not people will take risks depending on if they have the chance to win money or if they could possibly lose money.,It was the right amount of time,69981
2020-11-09 13:41:06,2020-11-09 13:44:09,IP Address,35.2.26.176,100,182,True,2020-11-09 13:44:09,R_2xyPD1b2NIXlOrc,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9.355,0,Option 2,17.76,18,19.15,2,Option1,Option1,50,50,No!,,"I thought it was interesting. I think most people will keep the money, however, there are some risk takers in this world.",It was the right amount of time,70193
2020-11-09 14:25:54,2020-11-09 14:28:35,IP Address,68.199.240.7,100,160,True,2020-11-09 14:28:35,R_1hRrjs2OVkhZQBd,,,,,40.793792724609375,-74.48780059814453125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7.298,0,Option 2,2.119,2.119,3.128,1,,,,,,,,,,,Option2,Option2,,,No this study was pretty straightforward.,,The decision making process of an individual based on different circumstances. Including the probability of a good or better outcome.,It was too long,71295
2020-11-09 14:26:51,2020-11-09 14:31:31,IP Address,107.219.192.41,100,280,True,2020-11-09 14:31:32,R_3EmSSAyLuxDKALH,,,,,37.893798828125,-122.530303955078125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,52.099,0,Option 2,4.36,4.36,7.661,1,Option2,Option2,30,70,"No I understood the study. I was confused when I had to wait 60 seconds but reread the directions and understood it would automatically send me to the next screen after a minute. ",,"I think the study was about how much you are willing to risk for more money and also about generosity when your identity is hidden. ",It was too long,69993
2020-11-09 14:30:26,2020-11-09 14:34:16,IP Address,104.175.7.90,100,229,True,2020-11-09 14:34:17,R_2AZ6bNnpac9hLiI,,,,,34.090301513671875,-118.37490081787109375,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,19.065,42.404,43.862,5,Option 1,3.069,3.069,4.522,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option2,,,No it was very straight forward,To see how cutoff could affect decision making and intuition,I think the study was to assess people's certainty and how different factors could reinforce or go against it,It was too long,69636
2020-11-09 14:28:53,2020-11-09 14:34:20,IP Address,162.216.14.130,100,327,True,2020-11-09 14:34:20,R_3hfQrAy8tQg2WpC,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,121.498,132.035,132.977,5,Option 1,13.91,13.91,15.299,1,,,,,,,,,,,,,,,,,,,,Option2,Option2,75,25,no,to force quick decision making under pressure,people's generosity in the face of pressure,It was the right amount of time,69473
2020-11-09 14:33:24,2020-11-09 14:35:47,IP Address,68.48.134.90,100,143,True,2020-11-09 14:35:47,R_XuMbUuVpaZIe5rz,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18.192,0,Option 2,2.381,3.343,3.8,2,,,,,,,,,,,Option2,Option1,,,no,,"risk and luck ",It was the right amount of time,70168
2020-11-09 14:30:34,2020-11-09 14:37:00,IP Address,97.70.124.132,100,386,True,2020-11-09 14:37:01,R_1IXVr3K5W2FwMxo,,,,,42.4622039794921875,-83.3993988037109375,anonymous,EN,I understand the information above and wish to continue,30,True,False,False,0.83,127.667,130.337,10,Option 2,20.42,21.557,22.403,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option1,,,I was confused about what influence the other additional person had on our decision.,It was so we didn't have that much time to weigh options and just went with a gut feeling.,Whether the risks we took were influenced with jealousy of someone else doing better than us.,It was the right amount of time,70716
2020-11-09 14:32:08,2020-11-09 14:43:29,IP Address,35.1.9.65,100,681,True,2020-11-09 14:43:29,R_30l8qhTCZFSSioK,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,276.492,347.308,348.631,5,Option 2,25.419,25.419,30.113,1,,,,,,,,,,,,,,,,,,,,Option1,Option1,60,40,No,To make sure the participants would make an impulsive decision,"To assess how personal gain affects human nature and how other people believe others will act like when money/generosity is involved. To see how people think of others. ",It was the right amount of time,69708
2020-11-09 14:42:37,2020-11-09 14:47:05,IP Address,35.3.43.3,100,268,True,2020-11-09 14:47:06,R_3hls5gf3YigvaR2,,,,,42.306793212890625,-83.705902099609375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.939,68.817,72.973,18,Option 1,1.478,20.266,21.553,9,Option1,Option1,70,30,"not really no, pretty self explanatory",,maybe it was about greediness?,It was the right amount of time,70630
2020-11-09 14:35:55,2020-11-09 15:05:48,IP Address,35.1.236.46,100,1793,True,2020-11-09 15:05:49,R_2rUZ8XQ4zv9dQoA,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.536,41.536,41.837,1,Option 2,4.75,4.75,6.002,1,Option2,Option2,60,40,"No, though the instructions certainly took quite a bit of thought.",,"I think the study was about the social desirability bias, in which people act in a way that seems socially correct.",It was the right amount of time,71282
2020-11-09 16:44:20,2020-11-09 16:47:46,IP Address,68.48.59.141,100,205,True,2020-11-09 16:47:46,R_2dMzduouW0zpoC5,,,,,42.335296630859375,-83.28639984130859375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,True,,39.042,79.155,79.917,5,Option 1,4.582,4.582,5.496,1,,,,,,,,,,,,,,,,,,,,Option1,Option1,50,50,No not really.,To make a pressured decision,How willing people are to help out others.,It was the right amount of time,70080
2020-11-09 22:05:52,2020-11-09 22:32:43,IP Address,35.2.253.206,100,1610,True,2020-11-09 22:32:44,R_1K0wNxnUEt6MGBD,,,,,42.091400146484375,-83.6775970458984375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.635,669.349,681.52,10,Option 1,2.818,2.818,3.708,1,,,,,,,,,,,Option2,Option1,,,The third situation was a little confusing when the anonymous person was added,,"I think this study was about what makes people decide to make risky decisions ",It was the right amount of time,70734
2020-11-10 00:26:42,2020-11-10 00:31:32,IP Address,35.2.67.71,100,289,True,2020-11-10 00:31:32,R_1hYUASpPVfhjbcl,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,68.77,90.998,91.45,7,Option 2,3.654,3.654,4.857,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,no,To not let the participants dwell on their answers. Instead rush them to make an answer that they agree with first.,I believe this study was about impulsion. When given choices we may act without truly thinking.,It was too long,71283
2020-11-10 13:14:18,2020-11-10 13:17:09,IP Address,35.2.152.83,100,171,True,2020-11-10 13:17:10,R_2uVh30OAVp7al5X,,,,,42.28070068359375,-83.78009796142578125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.329,0,Option 1,25.988,25.988,34.497,1,,,,,,,,,,,Option1,Option2,,,No,,Making decisions based on the outcome.,It was too long,69971
2020-11-10 14:51:16,2020-11-10 15:05:20,IP Address,208.75.19.158,100,843,True,2020-11-10 15:05:20,R_2XdJu0kcv1lRE9p,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,57.084,577.187,578.231,10,Option 2,13.672,13.672,16.34,1,,,,,,,,,,,,,,,,,,,,Option2,Option2,40,60,"It was a little bit confusing at first, reading the scenarios, but after reading multiple times it became more clear.",The cutoff mechanism was used so that the person was forced to make a decision.,I think the study was about the initial thoughts of a person and how those thoughts may change throughout this experiment (in their decision).,It was the right amount of time,70542
2020-11-10 15:27:37,2020-11-10 15:32:06,IP Address,35.2.166.168,100,268,True,2020-11-10 15:32:06,R_1l6UhxqgUUa5Bld,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.886,31.652,32.673,3,Option 1,29.417,29.417,30.484,1,Option2,Option2,80,20,No,,Surveying how much people value money which related to selfishness,It was too long,70048
2020-11-12 12:28:36,2020-11-12 12:35:24,IP Address,35.1.76.227,100,408,True,2020-11-12 12:35:24,R_ZrDyvzTFfQGWHKh,,,,,42.288604736328125,-83.46410369873046875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,74.927,92.397,94.18,5,Option 1,2.074,2.074,4.568,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option2,,,"No, nothing bizarre, but the timing made the it hard to consider the options",To make us think quickly on our toes so that we don't have time to consider all of the outcomes rationally,I think the study was about people's inclination to make risky decisions on their toes,It was the right amount of time,70709
2020-11-12 17:17:11,2020-11-12 17:22:14,IP Address,208.75.19.158,100,302,True,2020-11-12 17:22:15,R_27CrzRSHFPjhRXO,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,11.088,121.071,122.737,12,Option 1,14.417,14.417,16.147,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option1,,,No,To cause the person to panic and make a choice,see what people choose when they have a limited amount of time,It was too long,70792
2020-11-12 17:28:39,2020-11-12 17:32:00,IP Address,68.62.19.94,100,201,True,2020-11-12 17:32:01,R_DctMuOrBsnSW98J,,,,,42.306793212890625,-83.705902099609375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5.147,0,Option 2,30.742,30.742,33.016,1,Option1,Option2,60,40,no,,"about how people like to divide money or share money ",It was the right amount of time,69723
2020-11-08 23:18:59,2020-11-12 23:08:54,IP Address,35.2.227.6,100,344994,True,2020-11-12 23:08:55,R_3M0EZBeDYx52U89,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.07,485.274,495.556,2,Option 1,155.184,158.893,159.49,3,,,,,,,,,,,Option1,Option2,,,It was a little short given that I was told it was 30 minutes.,,Different heuristics that we humans use.,It was the right amount of time,70652
2020-11-13 16:05:48,2020-11-13 16:17:29,IP Address,73.144.63.14,100,700,True,2020-11-13 16:17:29,R_1gvYhhtfLh2Rlwn,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,254.808,283.335,293.408,6,,0,0,30.11,0,,,,,,,,,,,,,,,,,,,,Option1,Option1,100,0,"I did not realize I only had 60 seconds to think about the game before it started so that was super confusing cause then the page changed and I didn't get to choose an option before the time was up, but maybe I'm just dumb. ","To make more of a split second decision. ","I'm not sure. ",It was the right amount of time,69822
2020-11-13 16:16:36,2020-11-13 16:23:27,IP Address,68.37.206.146,100,411,True,2020-11-13 16:23:27,R_2f40CVXEaHOvTZr,,,,,42.28070068359375,-83.78009796142578125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13.338,0,Option 1,17.52,17.52,19.307,1,,,,,,,,,,,Option1,Option1,,,"It's a bit strange to put the winning chance of the first round as ""45%"" while the second as ""flip a coin"".  I would also maybe expect one more round of the game with 45% winning chance with a stranger around. ",,The first and second rounds can be used to compare one's willingness to make rather risky investment (although here the word risky is used subjectively).  While the second and the third (last) rounds of the game can be used to compare one's willingness to make rather risky investment with the presence of stranger audience.,It was the right amount of time,71578
2020-11-06 16:45:34,2020-11-06 16:45:48,IP Address,99.38.170.83,2,13,False,2020-11-13 16:45:55,R_2CJmHNESaMsWLDt,,,,,,,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70120
2021-02-02 16:02:36,2021-02-02 16:04:47,Survey Preview,,100,131,True,2021-02-02 16:05:05,R_2anUvAXAwMjLG0h,,,,,39.363006591796875,-74.432403564453125,preview,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,888,88,True,True,True,True,11.161,27.892,31.747,7,Option 1,3.116,3.116,6.253,1,,,,,,,,,,,,,,,,,,,,Option1,Option2,,,ony,ony,ony,It was too long,
2021-02-02 16:11:29,2021-02-02 16:13:16,IP Address,73.80.180.144,100,106,True,2021-02-02 16:13:16,R_O8TsFsy4bAD5Md3,,,,,39.363006591796875,-74.432403564453125,anonymous,EN,I understand the information above and wish to continue,888,True,True,True,6.142,15.145,16.408,6,Option 2,5.796,5.796,6.505,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option2,,,ony,ony,ony,It was too long,66945
2021-02-02 16:29:59,2021-02-02 16:33:58,IP Address,136.158.32.94,100,239,True,2021-02-02 16:33:59,R_PHBwgGTJjeGGXId,,,,,14.59649658203125,120.978607177734375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298340,46.619,58.873,59.429,6,Option 2,8.303,8.303,9.477,1,Option2,Option2,70,30,None,,Deciding on whether we keep money or not,It was too long,73300
